Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-03-20 02:16:00,MISSING PERSON,FOUND PERSON,Friday,INGLESIDE,NONE,2200 Block of CAYUGA AV,-122.455140366031,37.7096619515696
2015-01-08 23:05:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.405395493939,37.7835100715421
2004-09-30 17:01:00,OTHER OFFENSES,CONSPIRACY,Thursday,PARK,NONE,1700 Block of HAIGHT ST,-122.451288061231,37.7693967099165
2013-01-24 13:45:00,ASSAULT,BATTERY,Thursday,CENTRAL,NONE,400 Block of GRANT AV,-122.405579449479,37.7910500324763
2004-10-13 20:00:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,MISSION,"ARREST, BOOKED",18TH ST / CAPP ST,-122.41827216643,37.7619029613068
2012-05-28 23:55:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE,900 Block of DEHARO ST,-122.400982778186,37.7576451938845
2015-03-17 14:56:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",SOUTH VAN NESS AV / MARKET ST,-122.419257894814,37.7751462916539
2005-10-20 12:00:00,SEX OFFENSES FORCIBLE,CHILD ABUSE SEXUAL,Thursday,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE,3400 Block of 18TH ST,-122.421211449524,37.761668148493705
2006-01-25 00:01:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,600 Block of NATOMA ST,-122.411118243435,37.7775607137405
2010-04-11 09:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of ELLIS ST,-122.411987643595,37.7850226622786
2010-04-22 18:13:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,CENTRAL,"ARREST, CITED",GEARY ST / HYDE ST,-122.416452065595,37.7863086885804
2012-08-26 18:40:00,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,Sunday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.40787711735202,37.7803875013555
2015-01-24 20:36:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,CENTRAL,"ARREST, BOOKED",CALIFORNIA ST / DAVIS ST,-122.397613296977,37.793508101392
2011-02-08 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,NONE,WEBSTER ST / VALLEJO ST,-122.433469587749,37.79543354648521
2014-09-17 21:00:00,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ WEAPON,Wednesday,TARAVAL,NONE,3900 Block of ALEMANY BL,-122.468105304613,37.71096391463939
2011-10-20 21:35:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,CENTRAL,"ARREST, CITED",POWELL ST / GEARY ST,-122.408231026261,37.787359494956
2010-03-10 15:50:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Wednesday,MISSION,NONE,14TH ST / MISSION ST,-122.419983447697,37.768272676361896
2008-03-05 16:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
2008-10-16 07:57:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / JESSIE ST,-122.409247675547,37.7813987340892
2004-07-10 02:52:00,OTHER OFFENSES,RESISTING ARREST,Saturday,SOUTHERN,"ARREST, CITED",TURK ST / MASON ST,-122.408953598286,37.78328787354911
2013-12-14 19:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,0 Block of TANDANGSORA ST,-122.400084385245,37.7816450700173
2004-01-11 06:45:00,LARCENY/THEFT,PETTY THEFT AUTO STRIP,Sunday,MISSION,"ARREST, BOOKED",0 Block of ELIZABETH ST,-122.422235625504,37.75276131804321
2010-03-09 02:00:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Tuesday,MISSION,"ARREST, CITED",20TH ST / SOUTH VAN NESS AV,-122.416872883664,37.75876402011321
2004-07-05 02:00:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Monday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,800 Block of TERRY A FRANCOIS BL,-122.386775025935,37.765377517215
2010-01-15 00:01:00,ROBBERY,"ROBBERY, BODILY FORCE",Friday,NORTHERN,NONE,MCALLISTER ST / LARKIN ST,-122.416948565876,37.780468926847895
2013-06-30 12:00:00,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,UNFOUNDED,NORFOLK ST / FOLSOM ST,-122.414527599691,37.7714049987194
2007-09-19 07:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,PARK,NONE,1500 Block of WILLARD ST,-122.453807847677,37.7622802023403
2004-02-06 15:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,INGLESIDE,NONE,0 Block of GODEUS ST,-122.421159714516,37.7425477755564
2014-09-07 17:53:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of TAYLOR ST,-122.410791677645,37.7836952269749
2009-02-18 15:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,SOUTHERN,"ARREST, BOOKED",STEVENSON ST / 6TH ST,-122.409696355558,37.7817540588712
2012-02-21 02:40:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,PARK,NONE,500 Block of WALLER ST,-122.433121252603,37.7707538383927
2005-12-02 08:30:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.416542602628,37.7762936768455
2009-07-07 00:01:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,RICHMOND,NONE,JACKSON ST / SCOTT ST,-122.439489074412,37.7918433594726
2012-10-07 04:40:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,NORTHERN,NONE,600 Block of EDDY ST,-122.418382008607,37.783258377094896
2014-01-26 17:42:00,WARRANTS,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED",200 Block of POTRERO AV,-122.407677083883,37.7664151429496
2008-10-19 06:10:00,SUICIDE,ATTEMPTED SUICIDE,Sunday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.7481554692332
2015-03-05 20:00:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997
2008-09-02 07:05:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,INGLESIDE,"ARREST, BOOKED",500 Block of ARLINGTON ST,-122.430636164953,37.7343472897133
2005-08-25 22:15:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2009-06-26 12:44:00,OTHER OFFENSES,VIOLATION OF PARK CODE,Friday,MISSION,"ARREST, CITED",18TH ST / DOLORES ST,-122.426079580545,37.7614267757472
2003-02-08 00:54:00,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,CENTRAL,NONE,700 Block of COLUMBUS AV,-122.411926028556,37.8015780997553
2015-01-19 03:37:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,INGLESIDE,"ARREST, BOOKED",FELTON ST / MADISON ST,-122.422344552879,37.7253958064604
2012-03-23 08:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,MISSION,JUVENILE BOOKED,2300 Block of FOLSOM ST,-122.41469551481,37.7596861764245
2008-12-26 15:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, CITED",100 Block of POWELL ST,-122.40801449292,37.7859507767613
2006-12-11 07:00:00,MISSING PERSON,MISSING JUVENILE,Monday,BAYVIEW,NONE,1700 Block of OAKDALE AV,-122.393131022392,37.7362497231109
2005-10-22 06:10:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,"ARREST, BOOKED",100 Block of LEXINGTON ST,-122.420803652133,37.7609280145455
2004-01-19 06:20:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TARAVAL,NONE,1200 Block of 16TH AV,-122.473908852549,37.7646328488776
2008-12-22 19:20:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE FOR SALES,Monday,MISSION,"ARREST, BOOKED",MARKET ST / NOE ST,-122.433075152403,37.76419377902421
2006-04-05 16:20:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,INGLESIDE,JUVENILE BOOKED,GENEVA AV / MISSION ST,-122.441018108888,37.7164586830811
2010-09-06 17:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,INGLESIDE,NONE,0 Block of OCEAN AV,-122.435948790634,37.7239005113194
2010-07-01 08:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,100 Block of MARKET ST,-122.395885942961,37.7934395872345
2003-07-08 04:24:00,WARRANTS,WARRANT ARREST,Tuesday,NORTHERN,"ARREST, BOOKED",DIVISADERO ST / LOMBARD ST,-122.442649696346,37.7989992469787
2014-11-25 15:02:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,SOUTHERN,"ARREST, BOOKED",400 Block of 10TH ST,-122.410541166987,37.7709130566165
2003-01-07 08:10:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of BRANNAN ST,-122.401830898172,37.7742149186174
2006-12-03 16:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,MISSION,"ARREST, BOOKED",1000 Block of FLORIDA ST,-122.410364149927,37.755121669533104
2004-12-07 18:46:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Tuesday,TARAVAL,NONE,3000 Block of SAN JOSE AV,-122.457441212767,37.7098427794823
2005-03-13 12:30:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,SOUTHERN,"ARREST, CITED",1100 Block of MARKET ST,-122.412320907436,37.7807642254398
2012-01-25 13:37:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Wednesday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.411778295992,37.7839805592634
2006-11-02 18:16:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.418562097105,37.78418470913029
2014-02-04 23:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of POLK ST,-122.419020964349,37.782652976077
2003-02-05 18:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,SOUTHERN,NONE,VAN NESS AV / MARKET ST,-122.419257894821,37.775146291631
2005-05-05 14:30:00,NON-CRIMINAL,AIDED CASE,Thursday,INGLESIDE,NONE,600 Block of HOLLYPARK CR,-122.421170938804,37.73689585927279
2010-08-26 17:00:00,LOITERING,"CASH DISPENSING MACHINES (ATM), LOITERING PROHIBI",Thursday,MISSION,"ARREST, CITED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2011-06-01 11:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2013-10-05 15:21:00,WARRANTS,PROBATION SEARCH,Saturday,TENDERLOIN,UNFOUNDED,POWELL ST / OFARRELL ST,-122.408040474858,37.7864094033618
2008-11-16 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,NORTHERN,NONE,STEINER ST / HAIGHT ST,-122.432095555154,37.7718957419666
2014-04-14 12:15:00,MISSING PERSON,FOUND PERSON,Monday,NORTHERN,LOCATED,800 Block of LAGUNA ST,-122.42666848458,37.7788108459934
2009-01-23 13:06:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,NORTHERN,"ARREST, CITED",3000 Block of STEINER ST,-122.437165395663,37.7973630410295
2015-03-31 17:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.417295322526,37.7862578545865
2005-11-01 11:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED",INGALLS ST / QUESADA AV,-122.383995699937,37.72911385404221
2008-04-20 08:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2008-10-14 04:45:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2003-08-10 19:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2004-10-15 07:11:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,INGLESIDE,"ARREST, BOOKED",1400 Block of ALEMANY BL,-122.434350349917,37.7290706069494
2005-01-28 23:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,PARK,NONE,2300 Block of FULTON ST,-122.455797073389,37.7746727324633
2014-10-28 17:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2008-01-12 11:13:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453376250788,37.7687142722405
2003-09-01 15:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,MISSION,NONE,SOUTH VAN NESS AV / 16TH ST,-122.417488323647,37.76518180399511
2010-03-10 18:20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
2010-07-18 21:45:00,MISSING PERSON,MISSING JUVENILE,Sunday,PARK,LOCATED,100 Block of BELVEDERE ST,-122.449328648219,37.7677738874748
2014-02-22 18:55:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,NONE,CLAY ST / MONTGOMERY ST,-122.403143342356,37.7946660680883
2012-03-22 21:00:00,MISSING PERSON,MISSING ADULT,Thursday,INGLESIDE,LOCATED,2100 Block of CAYUGA AV,-122.454269264868,37.7104830193095
2011-11-06 20:10:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,CENTRAL,NONE,SACRAMENTO ST / KEARNY ST,-122.404617439302,37.7935654837439
2006-02-22 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,3800 Block of IRVING ST,-122.499105504086,37.762647475090105
2008-06-24 12:30:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.403404791479,37.775420706711
2003-01-06 18:13:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Monday,MISSION,"ARREST, CITED",17TH ST / FOLSOM ST,-122.415155941062,37.7636979308928
2008-03-17 20:03:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711
2004-05-12 23:02:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.418609719102,37.7474453071495
2006-04-04 15:45:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,INGLESIDE,NONE,SUNNYDALE AV / HAHN ST,-122.416000227907,37.7119155437754
2013-10-31 02:14:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2006-11-13 11:08:00,ASSAULT,BATTERY,Monday,TENDERLOIN,"ARREST, CITED",200 Block of TURK ST,-122.413259498719,37.7829514828801
2008-07-12 12:51:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,INGLESIDE,"ARREST, BOOKED",3300 Block of MISSION ST,-122.421964745809,37.742261383285
2014-05-14 15:00:00,FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",Wednesday,TARAVAL,NONE,800 Block of IRVING ST,-122.466853393056,37.76395814595529
2008-10-14 20:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,NORTHERN,NONE,800 Block of OFARRELL ST,-122.418729600557,37.785007503993
2014-07-22 17:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,PARK,"ARREST, BOOKED",500 Block of CORBETT AV,-122.444181958104,37.7573455996874
2007-08-22 16:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,CENTRAL,NONE,800 Block of GEARY ST,-122.417295322526,37.7862578545865
2015-02-20 18:31:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,POST ST / LAGUNA ST,-122.428151140162,37.7857828233879
2012-12-16 08:41:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE,FILBERT ST / FRANKLIN ST,-122.425815158808,37.7992753722434
2012-07-27 21:01:00,TRESPASS,TRESPASSING,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of 3RD ST,-122.391425069857,37.7778727797586
2011-09-23 11:50:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,TENDERLOIN,"ARREST, CITED",100 Block of POWELL ST,-122.40801449292,37.7859507767613
2004-11-24 15:40:00,MISSING PERSON,MISSING JUVENILE,Wednesday,INGLESIDE,LOCATED,1900 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531
2009-09-05 16:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE,1400 Block of STOCKTON ST,-122.40879208563,37.7988132153058
2005-05-16 12:50:00,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,"ARREST, BOOKED",0 Block of CAMERON WY,-122.387181635995,37.7209669615499
2011-08-27 03:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,ALAMEDA ST / SAN BRUNO AV,-122.405828840501,37.7684749112706
2009-07-09 11:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916539
2011-11-17 09:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,BAYVIEW,NONE,1300 Block of OAKDALE AV,-122.386286102009,37.7323455899635
2010-07-18 22:50:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,RICHMOND,NONE,500 Block of 17TH AV,-122.475886375404,37.77760876189621
2010-11-02 14:00:00,LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2008-05-14 14:45:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,BAYVIEW,NONE,2700 Block of SAN BRUNO AV,-122.403277115529,37.7270392302138
2008-09-18 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,SOUTHERN,NONE,FOLSOM ST / 8TH ST,-122.410065781604,37.7749906792593
2005-08-22 16:00:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,NORTHERN,"ARREST, BOOKED",700 Block of LAGUNA ST,-122.426431627648,37.7776339847429
2011-11-15 09:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,BAYVIEW,NONE,ILLINOIS ST / 23RD ST,-122.387067977547,37.7554460266182
2012-07-15 19:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,900 Block of HOWARD ST,-122.406508487003,37.7803313209065
2013-09-18 11:40:00,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,Wednesday,TARAVAL,NONE,300 Block of ASHTON AV,-122.462349207147,37.7250992096064
2003-05-01 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,800 Block of BATTERY ST,-122.401215957894,37.7990563258538
2015-02-16 09:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202
2004-04-17 02:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,100 Block of 4TH ST,-122.4039407276,37.7843007072344
2008-09-19 12:30:00,MISSING PERSON,MISSING ADULT,Friday,MISSION,NONE,800 Block of POTRERO AV,-122.406725329529,37.7585641691709
2003-01-22 07:50:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,JUNIPERO SERRA BL / HOLLOWAY AV,-122.472321912644,37.7216221726592
2005-06-17 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,MISSION ST / 15TH ST,-122.419827929969,37.7666737551881
2006-10-17 10:40:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,TENDERLOIN,"ARREST, BOOKED",300 Block of EDDY ST,-122.412930522059,37.7838344374141
2012-06-27 19:15:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,MISSION,"ARREST, CITED",19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754
2011-01-29 19:40:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,PARK,"ARREST, BOOKED",1700 Block of FULTON ST,-122.445652525154,37.7759612670837
2008-05-29 15:44:00,NON-CRIMINAL,AIDED CASE,Thursday,CENTRAL,NONE,1000 Block of BUSH ST,-122.414554947333,37.789368344193896
2008-09-03 00:05:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,MISSION,"ARREST, BOOKED",CAPP ST / 18TH ST,-122.418272166422,37.76190296130221
2010-10-22 08:25:00,MISSING PERSON,FOUND PERSON,Friday,INGLESIDE,NONE,300 Block of LAGRANDE AV,-122.425591802243,37.7197426710766
2010-07-18 23:45:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,CENTRAL,NONE,1200 Block of BROADWAY ST,-122.417905159205,37.7965406141378
2004-01-19 09:20:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,INGLESIDE,NONE,100 Block of WINFIELD ST,-122.418372190513,37.7427138225272
2003-02-09 03:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,NORTHERN,NOT PROSECUTED,FILLMORE ST / HERMANN ST,-122.430076617292,37.7702422041735
2006-02-11 22:10:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,BAYVIEW,NONE,PALOU AV / INGALLS ST,-122.383433948755,37.7297381449981
2007-06-14 23:49:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / JONES ST,-122.412597377187,37.783932027727296
2003-10-04 23:10:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,SOUTHERN,NONE,1ST ST / HOWARD ST,-122.396039441026,37.7885368187772
2011-02-23 19:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,0 Block of PUTNAM ST,-122.410738548255,37.7389544381864
2012-11-26 00:01:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,MISSION,NONE,800 Block of ALABAMA ST,-122.41156959248,37.7582649135041
2012-12-14 07:33:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,TARAVAL,NONE,1200 Block of 48TH AV,-122.508194615652,37.7631181455337
2012-01-13 00:24:00,BURGLARY,"BURGLARY,HOTEL UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,TENDERLOIN,"ARREST, BOOKED",300 Block of OFARRELL ST,-122.410509258795,37.786043222299206
2008-03-04 22:30:00,ASSAULT,UNLAWFUL DISSUADING/THREATENING OF A WITNESS,Tuesday,PARK,JUVENILE BOOKED,2000 Block of GROVE ST,-122.450367154123,37.774406505059
2006-05-20 06:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,CENTRAL,PSYCHOPATHIC CASE,700 Block of TAYLOR ST,-122.412050910036,37.7892738896382
2009-05-27 07:00:00,RUNAWAY,RUNAWAY,Wednesday,INGLESIDE,LOCATED,1700 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
2007-04-22 17:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2006-05-31 11:50:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.405395493939,37.7835100715421
2006-06-01 09:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,JUVENILE BOOKED,CAPP ST / 21ST ST,-122.417812558787,37.7571005796428
2012-12-13 16:24:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,INGLESIDE,"ARREST, BOOKED",1200 Block of PLYMOUTH AV,-122.456499413125,37.7246946719388
2013-08-09 12:08:00,LARCENY/THEFT,ATTEMPTED GRAND THEFT FROM PERSON,Friday,MISSION,NONE,17TH ST / CAPP ST,-122.418486296575,37.7634954373144
2009-10-17 16:53:00,WARRANTS,WARRANT ARREST,Saturday,NORTHERN,"ARREST, BOOKED",0 Block of BELCHER ST,-122.430093823028,37.76851476479521
2012-10-29 18:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,1800 Block of 18TH AV,-122.475270848804,37.7533405995305
2014-01-20 08:00:00,NON-CRIMINAL,CASE CLOSURE,Monday,TARAVAL,UNFOUNDED,1400 Block of 23RD AV,-122.481280797162,37.76055638334872
2011-08-23 14:35:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED",3RD ST / 20TH ST,-122.388559411328,37.7604929243617
2009-07-06 12:30:00,NON-CRIMINAL,LOST PROPERTY,Monday,BAYVIEW,NONE,3800 Block of 3RD ST,-122.387939452192,37.7422600519555
2006-10-18 20:23:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,900 Block of MISSION ST,-122.406892170029,37.7824831658141
2008-08-18 14:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE,2000 Block of MISSION ST,-122.419520367886,37.764228935718
